Full Auction title,Is Owned,Is it 'no reserve',Year,Make,Model Family,Model Identifier,Era,Origin,Category,Number Of Comments,Seller,Private Party Or Dealer,Ext. Color Group,Int. Color Group,Buyer,Odometer,Miles Of Kilometers,Location,Chassis/VIN,Status,Value,Auction End Day,Auction End Month,Auction End Day Number,Auction End Time,Number Of Bids,Auction URL,Number Of Views,Watchers,Color Description
Turbocharged 2012 Ford Mustang Cobra Jet,No,No,2012,Ford,Ford Mustang S197 2005-2014,"",2010s,American,Race Cars,15,kwattsandco (https://bringatrailer.com/member/kwattsandco/) ,Dealer,Red,Black,,,,"Raleigh, North Carolina 27606",FR500CJ3009,Not Sold,"Bid to $50,000",Monday,April,24,12:26pm,23,https://bringatrailer.com/listing/2012-ford-mustang-cobra-jet/,"8,449",418,"Race Red Paint, Black Cloth Upholstery"
Supercharged K24–Powered 2005 Lotus Elise,No,Yes,2005,Lotus,Lotus Elise,"",2000s,British,Race Cars,108,fmvindustries (https://bringatrailer.com/member/fmvindustries/) ,Private Party,"","",Coreyalert3 (https://bringatrailer.com/member/coreyalert3/) ,,,"Hollyglen, California 90250",SCCPC11145HL33828,Sold,"$89,444",Sunday,April,23,4:13pm,60,https://bringatrailer.com/listing/2005-lotus-elise-174/,"25,615","1,038",""
Ford Mustang Trans Am Race Car,No,Yes,,Ford,Ford Mustang S550,"",2010s,American,Race Cars,97,pedigree (https://bringatrailer.com/member/pedigree/) ,Private Party,"","",Newcs84 (https://bringatrailer.com/member/newcs84/) ,Unknown,Unknown,"Sarasota, Florida 34241",MP-006,Sold,"$86,000",Sunday,April,23,2:12pm,49,https://bringatrailer.com/listing/2012-ford-mustang-trans-am-gt1-2/,"17,052",782,""
2019 McLaren 570S GT4 Race Car,No,No,2019,McLaren,McLaren Sports Series,"",2010s,British,Race Cars,55,daniel27h (https://bringatrailer.com/member/daniel27h/) ,Private Party,Orange,,HonestAl (https://bringatrailer.com/member/honestal/) ,4k,Miles,"West Mclean, Virginia 22102",SBM13CAT2HW005335,Sold,"$170,000",Sunday,April,23,12:31pm,25,https://bringatrailer.com/listing/2019-mclaren-570s-gt4-2/,"14,961",688,Orange Paintwork
1949 Healey Silverstone,No,No,1949,Healey,"","",1940s,British,"Convertibles, Race Cars",98,hymanltd (https://bringatrailer.com/member/hymanltd/) ,Dealer,Red,Tan,MikeK (https://bringatrailer.com/member/mikek/) ,50k,Miles,"Saint Louis, Missouri 63146",D19,Sold,"$162,000",Friday,April,21,11:01am,23,https://bringatrailer.com/listing/1949-healey-silverstone/,"27,646","1,292","Red Paint, Tan Leather Upholstery, Tan Soft Top"
RSR-Style 1972 Porsche 911T 2.7L,No,No,1972,Porsche,Porsche Longhood 911,911911 tlong hoodlonghood,1970s,German,Race Cars,108,roadscholars1 (https://bringatrailer.com/member/roadscholars1/) ,Dealer,Silver,Black,,Unknown,Unknown,"East Durham, North Carolina 27703",9112500211,Not Sold,"Bid to $127,500",Thursday,April,20,12:01pm,51,https://bringatrailer.com/listing/1972-porsche-911-27/,"19,928","1,481","Silver Paint w/Martini Livery, Black Cloth"
Open-Cockpit Porsche 911 Race Car,No,No,,Porsche,Porsche Longhood 911,911911 tlong hoodlonghood,1970s,German,Race Cars,51,User964 (https://bringatrailer.com/member/user964/) ,Private Party,Yellow,,,Unknown,Unknown,"Clarksville, Tennessee 37040",N/A,Not Sold,"Bid to $25,000",Thursday,April,20,11:33am,13,https://bringatrailer.com/listing/porsche-911-race-car/,"13,471",644,Yellow Paint
2012 Porsche 911 GT3 Cup,No,No,2012,Porsche,Porsche 997 GT3,"",2010s,German,Race Cars,80,911r (https://bringatrailer.com/member/911r/) ,Dealer,White,,,Unknown,Unknown,"Portland, Oregon 97227",WP0ZZZ99ZCS798092,Not Sold,"Bid to $111,000",Monday,April,17,3:39pm,33,https://bringatrailer.com/listing/2012-porsche-911-gt3-cup/,"18,073","1,125",White Bodywork
Ford Taurus NASCAR Race Car,No,No,,Ford,"","",2000s,American,Race Cars,108,hrav5 (https://bringatrailer.com/member/hrav5/) ,Private Party,Yellow,Red,ChargeUp (https://bringatrailer.com/member/chargeup/) ,,,"Ravenel, South Carolina 29470",,Sold,"$15,888",Sunday,April,16,12:31pm,38,https://bringatrailer.com/listing/2000-ford-taurus-3/,"13,741",529,"Brown, White, Yellow #88 UPS Livery, Red-Finished Interior"
1982 Chrimilton Formula Vee,No,No,1982,"","","",1980s,American,Race Cars,26,jh45smf (https://bringatrailer.com/member/jh45smf/) ,Private Party,Black,,Crump1019 (https://bringatrailer.com/member/crump1019/) ,Unknown,Unknown,"Marthasville, Missouri 63357",SCCA Logbook #: 19-2105,Sold,"$6,001",Saturday,April,15,12:28pm,18,https://bringatrailer.com/listing/1982-chrimilton-formula-vee-2/,"7,459",434,Black Fiberglass Bodywork
Formula Mazda Race Car w/Trailer,No,No,,Mazda,"","",1990s,"",Race Cars,25,Racoon9 (https://bringatrailer.com/member/racoon9/) ,Private Party,White,,argo19c (https://bringatrailer.com/member/argo19c/) ,Unknown,Unknown,"Hutchinson Island, Florida 34949",674320,Sold,"$33,000",Friday,April,14,3:26pm,48,https://bringatrailer.com/listing/mazda-13b-sports-racer/,"7,416",506,White Fiberglass Bodywork
2021 Radical SR10,No,No,2021,Radical,"","",2020s,British,Race Cars,22,apappas1988 (https://bringatrailer.com/member/apappas1988/) ,Dealer,Yellow,,,,,"Pleasanton, California 94566",55,Not Sold,"Bid to $98,000",Friday,April,14,2:08pm,34,https://bringatrailer.com/listing/2021-radical-sr10/,"7,257",595,"Yellow w/ Gray & White Graphics, Black Racing Seat"
1969 Chevrolet Corvette Race Car,No,No,1969,Chevrolet,Chevrolet Corvette C3,c3,1960s,American,Race Cars,67,ZL1Racecar427 (https://bringatrailer.com/member/zl1racecar427/) ,Private Party,Red,,,Unknown,Unknown,"Vero Beach, Florida 32967",007146,Not Sold,"Bid to $46,250",Wednesday,April,12,4:06pm,37,https://bringatrailer.com/listing/1969-chevrolet-corvette-194/,"12,031",880,Red Paint
Toyota Camry NASCAR-Style Race Car,No,No,,Toyota,"","",2010s,Japanese,Race Cars,78,911r (https://bringatrailer.com/member/911r/) ,Dealer,White,,wsmith1124 (https://bringatrailer.com/member/wsmith1124/) ,,,"Scottsdale, Arizona 85255",,Sold,"$91,500",Wednesday,April,12,12:17pm,47,https://bringatrailer.com/listing/2014-toyota-camry-5/,"12,610",512,Blue & White #15 Peak Livery
Turbocharged 2000 Ford Mustang SVT Cobra R,No,No,2000,Ford,Ford Mustang SN95 1994-2004,"",2000s,American,Race Cars,70,Dutchboy47 (https://bringatrailer.com/member/dutchboy47/) ,Private Party,Red,Black,Balesteam (https://bringatrailer.com/member/balesteam/) ,26k,Miles,"Mesa, Arizona 85209",1FAFP47H6YF223229,Sold,"$69,500",Wednesday,April,12,11:08am,20,https://bringatrailer.com/listing/2000-ford-mustang-42/,"11,977",701,"Performance Red Paint, Black Cloth Upholstery"
1965 Alfa Romeo Giulia Sprint GTA 1600,No,No,1965,Alfa Romeo,Alfa Romeo 105/115 Series Coupe,"",1960s,Italian,Race Cars,165,GrandPrixClassics (https://bringatrailer.com/member/grandprixclassics/) ,Dealer,Yellow,,,33k,Kilometers,"La Jolla, California 92037",613274,Not Sold,"Bid to $175,000",Tuesday,April,11,11:00am,18,https://bringatrailer.com/listing/1965-alfa-romeo-giulia-1600-gta-3/,"29,834","1,488",Red & Yellow Paint
1989 Nissan Hardbody Race Truck Project,No,No,1989,Nissan,Nissan Pickup,"",1980s,Japanese,"Projects, Race Cars, Truck & 4x4",22,Myfoothurts (https://bringatrailer.com/member/myfoothurts/) ,Private Party,White,,,7k,Miles,"Indio, California 92201",1N6HD11Y6KC337305,Not Sold,"Bid to $1,523",Monday,April,10,2:55pm,8,https://bringatrailer.com/listing/1989-nissan-d21-truck/,"6,508",179,"Red, White, & Blue Livery"
2009 Porsche 911 GT3 Cup,No,No,2009,Porsche,Porsche 997 GT3,"",2000s,German,Race Cars,90,rbbjmotorsports (https://bringatrailer.com/member/rbbjmotorsports/) ,Private Party,White,,,14k,Kilometers,"San Tan Valley, Arizona 85142",WPOZZZ99Z9S798198,Not Sold,"Bid to $59,000",Monday,April,10,1:11pm,40,https://bringatrailer.com/listing/2009-porsche-gt3-cup/,"14,553",724,White w/Multicolor Vinyl Wrap
JAP V-Twin-Powered Cooper Race Car,No,No,,"","","","",British,Race Cars,47,ES2500 (https://bringatrailer.com/member/es2500/) ,Private Party,Red,,,Unknown,Unknown,"Westfield, Indiana 46034",,Not Sold,"Bid to $23,500",Monday,April,10,12:55pm,26,https://bringatrailer.com/listing/1953-cooper-mk-1x-j-a-p-1098cc-v-twin/,"7,311",355,Red Paint
2016 BMW M235i Racing,No,No,2016,BMW,BMW 2-Series,"",2010s,German,Race Cars,46,Ledracing6265 (https://bringatrailer.com/member/ledracing6265/) ,Private Party,White,Black,,Unknown,Unknown,"Porter Ranch, California 91326",WBA1J7C52GV358857,Not Sold,"Bid to $46,241",Monday,April,10,11:26am,27,https://bringatrailer.com/listing/2016-bmw-m240ir/,"8,371",492,"White Paint w/Blue, Red, and Gray Graphics, Black-Finished 18"" BBS Wheels"
2013 Ford Mustang Boss 302S Race Car,No,No,2013,Ford,Ford Mustang S197 2005-2014,"",2010s,American,Race Cars,35,Spencer4336 (https://bringatrailer.com/member/spencer4336/) ,Private Party,White,,Accobra88 (https://bringatrailer.com/member/accobra88/) ,"2,200",Miles,"Holly Hill, Florida 32117",BOSS302S3048,Sold,"$56,000",Sunday,April,9,1:30pm,23,https://bringatrailer.com/listing/2013-ford-mustang-boss-302-15/,"6,498",448,Performance White Paint w/Black Stripes
1966 Ford Fairlane NASCAR Race Car,No,No,1966,Ford,Ford Fairlane,"",1960s,American,Race Cars,75,yostracing (https://bringatrailer.com/member/yostracing/) ,Private Party,White,Black,robbscars (https://bringatrailer.com/member/robbscars/) ,Unknown,Unknown,"Whittier, California 90603",C6HM1009,Sold,"$86,000",Saturday,April,8,1:20pm,8,https://bringatrailer.com/listing/1966-ford-fairlane-31/,"27,071","1,139","White & Red Paint, Black Fixed Bucket Seat"
Modified 2007 Ford Mustang Shelby GT500 Coupe,No,No,2007,Ford,"Ford Mustang S197 2005-2014, Ford Shelby Mustang (2006+)","",2000s,American,Race Cars,31,Curatedlite (https://bringatrailer.com/member/curatedlite/) ,Dealer,Blue,Charcoal,johnfletcher (https://bringatrailer.com/member/johnfletcher/) ,"8,300",Miles,"Miami, Florida 33137",1ZVHT88SX75325716,Sold,"$34,100",Saturday,April,8,12:38pm,23,https://bringatrailer.com/listing/2007-ford-mustang-shelby-gt500-coupe-25/,"8,113",420,"Vista Blue Metallic w/Tungsten Stripes, Charcoal Leather Upholstery"
Ex–Kelley Racing 2000 Dallara-Oldsmobile IR-00 Indy Car,No,No,2000,"","","",2000s,"American, Italian",Race Cars,24,LK1 (https://bringatrailer.com/member/lk1/) ,Private Party,White,Black,WHPH (https://bringatrailer.com/member/whph/) ,Unknown,Unknown,"West Palm Beach, Florida 33411",20028,Sold,"$56,000",Saturday,April,8,11:49am,40,https://bringatrailer.com/listing/2000-dallara-oldsmobile-indy-car/,"11,250",675,"Red/White/Black Livery, Molded Seat Upholstered in Black"
2021 Radical SR3 XX,No,Yes,2021,Radical,"","",2020s,British,Race Cars,72,switchcars (https://bringatrailer.com/member/switchcars/) ,Dealer,White,Black,Mitchbend2 (https://bringatrailer.com/member/mitchbend2/) ,3k,Kilometers,"Twinsburg, Ohio 44087",01352,Sold,"$75,000",Friday,April,7,11:27am,52,https://bringatrailer.com/listing/2021-radical-sr3-xx-2/,"12,069",793,"White Bodywork w/Red Vinyl, Black Vinyl Upholstery"
Supercharged 1955 Chevrolet 3100 Ice Cream Drag Truck,No,No,1955,Chevrolet,Chevrolet Advance Design Pickup (1947-1955),"",1950s,American,"Race Cars, Truck & 4x4",167,1911nineeleven (https://bringatrailer.com/member/1911nineeleven/) ,Dealer,Cream,White,chewman73 (https://bringatrailer.com/member/chewman73/) ,"2,500",Miles,"Scottsdale, Arizona 85260",H55B005377,Sold,"$71,500",Friday,April,7,11:25am,32,https://bringatrailer.com/listing/1955-chevrolet-ice-cream-truck/,"26,158","1,131","White Paint w/ Ice Cream Decals, Blue & White Canvas Roof, Ice Cream Bells, Blue-Trimmed Racing Seats"
4.5L-Powered 2020 Porsche 718 Cayman GT4 Clubsport Trackday,No,No,2020,Porsche,Porsche Cayman GT4,"",2020s,German,Race Cars,106,gdynet11 (https://bringatrailer.com/member/gdynet11/) ,Private Party,Black,,,"2,700",Kilometers,"Westchester, Florida 33165",WP0ZZZ98ZLK299597,Not Sold,"Bid to $192,000",Thursday,April,6,12:44pm,43,https://bringatrailer.com/listing/2020-porsche-cayman-gt4-33/,"24,347","1,460",Black & Blue Vinyl Graphics
Twin-Plug 3.8L-Powered 1971 Porsche 911E RSR-Style Race Car,No,No,1971,Porsche,Porsche Longhood 911,"",1970s,German,Race Cars,40,DocPorsche (https://bringatrailer.com/member/docporsche/) ,Private Party,Yellow,,,Unknown,Unknown,"Knoxville, Tennessee 37932",9111200989,Not Sold,"Bid to $51,500",Wednesday,April,5,12:56pm,17,https://bringatrailer.com/listing/1971-porsche-911e-rsr-style-race-car/,"12,557",848,Blue w/Yellow Sunoco Livery
2017 BMW M2 Track Car,No,No,2017,BMW,BMW M2,"",2010s,German,Race Cars,51,TurboTabor (https://bringatrailer.com/member/turbotabor/) ,Private Party,Blue,Black,FocusRS18 (https://bringatrailer.com/member/focusrs18/) ,20k,Miles,"Bowling Green, Kentucky 42104",WBS1H9C3XHV887606,Sold,"$48,250",Wednesday,April,5,12:45pm,24,https://bringatrailer.com/listing/2017-bmw-m2-69/,"9,887",560,"Long Beach Blue Metallic Paint, Black Dakota Leather, Red Studio RSR Roll Bar"
1988 BMW M3 Track Car,No,Yes,1988,BMW,BMW E30 M3,3 series3-seriese30e30 m3s14,1980s,German,Race Cars,53,Enthusiast1610 (https://bringatrailer.com/member/enthusiast1610/) ,Private Party,Silver,,Sharman21 (https://bringatrailer.com/member/sharman21/) ,146k,Miles,"Safford, Arizona 85546",WBSAK0304J2195223,Sold,"$35,250",Tuesday,April,4,11:30am,7,https://bringatrailer.com/listing/1988-bmw-m3-191/,"14,618",785,Silver Paint
1964 Ginetta G4 Race Car,No,No,1964,Ginetta,"","",1960s,British,Race Cars,115,Superdave (https://bringatrailer.com/member/superdave/) ,Private Party,Red,,racerboy55 (https://bringatrailer.com/member/racerboy55/) ,Unknown,Unknown,"Buford, Georgia 30519",4/147,Sold,"$47,500",Monday,April,3,11:50am,23,https://bringatrailer.com/listing/1964-ginetta-g4-2/,"12,650",767,Red-Finished Fiberglass Body Panels
1999 Mazda MX-5 Miata Race Car,No,Yes,1999,Mazda,Mazda NB MX-5 Miata,eunosmx-5mx5nbnb miata,1990s,Japanese,Race Cars,45,Shop63 (https://bringatrailer.com/member/shop63/) ,Private Party,Black,,Sams0nB (https://bringatrailer.com/member/sams0nb/) ,104k,Miles,"Sandy, Utah 84094",JM1NB3530X0136899,Sold,"$13,000",Sunday,April,2,12:53pm,42,https://bringatrailer.com/listing/1999-mazda-mx-5-miata-152/,"8,097",502,"Black Paintwork, Removable Orange Hardtop"
Ford Mustang NASCAR Race Car,No,No,,Ford,Ford Mustang S550,"",2020s,American,Race Cars,41,garagekeptmotors (https://bringatrailer.com/member/garagekeptmotors/) ,Dealer,Silver,,,,,"Wyoming, Michigan 49548",HMS1215974,Not Sold,"Bid to $42,500",Friday,March,31,1:43pm,24,https://bringatrailer.com/listing/2021-ford-mustang-nascar-race-car/,"10,665",703,Black & Silver Mobil 1 Livery
4.0L-Powered 1999 Porsche Boxster 6-Speed Track Car,No,No,1999,Porsche,Porsche 986 Boxster,"",1990s,German,Race Cars,83,ottocarclub (https://bringatrailer.com/member/ottocarclub/) ,Dealer,White,,,Unknown,Unknown,"Scottsdale, Arizona 85260",WP0CA2983XU629334,Not Sold,"Bid to $39,000",Friday,March,31,11:28am,41,https://bringatrailer.com/listing/1999-porsche-boxster-race-car/,"16,028",937,White Bodywork
427-Powered 1965 Mercury Comet Caliente Drag Car,No,Yes,1965,Mercury,Mercury Comet,"",1960s,American,Race Cars,84,Efidragcomet (https://bringatrailer.com/member/efidragcomet/) ,Private Party,Blue,Black,fjs2021 (https://bringatrailer.com/member/fjs2021/) ,90k,Miles,"Modesto, California 95355",5H23C580438,Sold,"$25,750",Thursday,March,30,11:35am,20,https://bringatrailer.com/listing/1965-mercury-comet-3/,"18,841",857,"Blue Paint, Black Upholstery"
1987 Nissan 300ZX IMSA GTU Race Car,No,No,1987,Nissan,Nissan 300ZX,"",1980s,Japanese,Race Cars,37,911r (https://bringatrailer.com/member/911r/) ,Dealer,Yellow,,,Unknown,Unknown,"Portland, Oregon 97227",1176155,Not Sold,"Bid to $47,000",Monday,March,27,12:28pm,34,https://bringatrailer.com/listing/1987-nissan-300zx-19-2/,"13,028",736,Yellow Paintwork
23-Years-Owned 1993 Porsche 911 RS America Track Car,Yes,No,1993,Porsche,Porsche 911 RS America,964,1990s,German,Race Cars,42,bgill964 (https://bringatrailer.com/member/bgill964/) ,Private Party,Blue,,driveologist (https://bringatrailer.com/member/driveologist/) ,74k,Miles,"Ocean Breeze Park, Florida 34957",WP0AB2961PS418275,Sold,"$65,000",Monday,March,27,11:26am,23,https://bringatrailer.com/listing/1993-porsche-911-rs-america-48/,"13,112",808,"Midnight Blue Metallic w/Light Blue Accents, ""Big Red"" Brake Calipers"
1970 MG MGB GT Race Car,No,No,1970,MG,MG MGB,"",1970s,British,Race Cars,62,CarTakers (https://bringatrailer.com/member/cartakers/) ,Private Party,Blue,,Diegolrz (https://bringatrailer.com/member/diegolrz/) ,38k,Miles,"Lafayette, Louisiana 70501",GHD5UA203063G,Sold,"$12,650",Sunday,March,26,11:40am,32,https://bringatrailer.com/listing/1970-mg-b-gt-race-car/,"11,977",694,Metallic Blue Paintwork
2017 Ford Mustang FP350S Race Car,No,No,2017,Ford,Ford Mustang S550,"",2010s,American,Race Cars,70,M1AMX (https://bringatrailer.com/member/m1amx/) ,Private Party,White,,JeffSilva59 (https://bringatrailer.com/member/jeffsilva59/) ,Unknown,Unknown,"New Baltimore, Michigan 48047",FP350S020,Sold,"$110,000",Sunday,March,26,11:19am,28,https://bringatrailer.com/listing/2017-ford-mustang-fp350s-race-car/,"10,603",763,"White w/Black, Red & Gray Graphics"
2008 Ford Mustang FR500S Race Car,No,No,2008,Ford,Ford Mustang S197 2005-2014,"",2000s,American,Race Cars,33,dlasco (https://bringatrailer.com/member/dlasco/) ,Private Party,Blue,,,4k,Miles,"Oak Brook, Illinois 60521",FR500S 055,Not Sold,"Bid to $30,250",Saturday,March,25,3:07pm,22,https://bringatrailer.com/listing/2008-ford-fr500s-2/,"6,814",481,Blue w/Sponsor Decals
1972 March 722 Formula Atlantic Race Car,No,No,1972,March,"","",1970s,British,Race Cars,56,MCMnathan (https://bringatrailer.com/member/mcmnathan/) ,Private Party,Black,,ShifterKart06 (https://bringatrailer.com/member/shifterkart06/) ,Unknown,Unknown,"Longmont, Colorado 80501",722-30,Sold,"$31,000",Saturday,March,25,12:09pm,11,https://bringatrailer.com/listing/1972-march-722-race-car/,"15,122",752,Red w/Black & Gold Livery
Van Diemen RF97 Formula Continental Race Car,No,Yes,,"","","",1990s,British,Race Cars,36,racecityusa (https://bringatrailer.com/member/racecityusa/) ,Private Party,Black,,sdwyer7 (https://bringatrailer.com/member/sdwyer7/) ,,,"Mooresville, North Carolina 28117",2371,Sold,"$16,916",Friday,March,24,12:43pm,24,https://bringatrailer.com/listing/1997-van-diemen-rf97-formula-continental-race-car/,"10,417",614,White Composite Bodywork w/Black Wings
1987 Chevrolet Corvette SCCA Escort Endurance Race Car,No,No,1987,Chevrolet,Chevrolet Corvette C4,c4,1980s,American,Race Cars,59,Raffi (https://bringatrailer.com/member/raffi/) ,Private Party,Yellow,,,11k,Miles,"Bainbridge Island, Washington 98110",1G1YY2187H5111180,Not Sold,"Bid to $27,750",Friday,March,24,12:11pm,31,https://bringatrailer.com/listing/1987-chevrolet-corvette-coupe-14/,"8,608",477,Yellow Racing Livery
1965 Fournier-Marcadier FM01 Barquette,No,No,1965,"","","",1960s,French,Race Cars,94,microcar (https://bringatrailer.com/member/microcar/) ,Private Party,Yellow,Black,,,,"",18,Not Sold,"Bid to $21,000",Friday,March,24,11:30am,15,https://bringatrailer.com/listing/1965-fournier-marcadier-fm01-barquette/,"11,060",499,"Yellow & Green, Black Cloth Upholstery"
Carrozzeria AutoSport–Modified 1977 Ferrari 512 BB,No,No,1977,Ferrari,Ferrari Berlinetta Boxer,"",1970s,Italian,Race Cars,141,Cool_Classic_Club (https://bringatrailer.com/member/cool_classic_club/) ,Dealer,Yellow,Black,mborda (https://bringatrailer.com/member/mborda/) ,35k,Kilometers,"",21513,Sold,"$375,512",Friday,March,24,11:23am,56,https://bringatrailer.com/listing/1977-ferrari-512bb-competizione-stradale/,"28,175","1,463","Yellow Paint, Black Leather Upholstery"
Devin-Bodied Triumph TR3 V8,No,Yes,,Devin,"","",1950s,"American, British",Race Cars,44,JerryG48 (https://bringatrailer.com/member/jerryg48/) ,Private Party,Silver,Black,Drager54 (https://bringatrailer.com/member/drager54/) ,6,Miles,"Yuma, Arizona 85365",TS55965L,Sold,"$26,000",Thursday,March,23,12:53pm,26,https://bringatrailer.com/listing/devin-triumph-tr3-v8/,"12,792",900,"Red Paint w/Silver Stripes, Black Upholstery"
